SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftColors	rightColors	TOA	Mask	SOA	Blocked
1	29-May-16	18	Red	a	0	0.5097	C	A	r	b	2000	1	6	1
1	29-May-16	19	Red	a	1	0.3896	B	A	b	r	2000	1	6	1
1	29-May-16	20	Red	a	1	0.3911	B	A	b	r	2000	1	6	1
1	29-May-16	21	Red	s	1	0.4936	D	B	b	r	2000	1	6	1
1	29-May-16	22	Red	s	1	0.382	A	B	b	r	2000	1	6	1
1	29-May-16	23	Red	l	1	0.6637	D	A	r	b	2000	1	6	1
1	29-May-16	24	Red	l	1	0.5026	C	D	b	r	2000	1	6	1
1	29-May-16	25	Red	k	1	0.5584	C	D	r	b	2000	1	6	1
1	29-May-16	26	Red	a	1	0.44	A	B	r	b	2000	1	6	1
1	29-May-16	27	Red	s	1	0.4225	B	C	r	b	2000	1	6	1
1	29-May-16	28	Red	l	1	0.5427	D	A	r	b	2000	1	6	1
1	29-May-16	29	Red	s	1	0.5278	B	D	r	b	2000	1	6	1
1	29-May-16	30	Red	k	1	0.5447	B	C	b	r	2000	1	6	1
1	29-May-16	31	Red	a	0	0.4	D	C	r	b	2000	1	6	1
1	29-May-16	32	Red	s	1	0.863	B	C	r	b	2000	1	6	1
1	29-May-16	1	blue	l	1	0.4826	C	D	r	b	2000	1	6	1
1	29-May-16	2	blue	l	1	0.3541	C	D	r	b	2000	1	6	1
1	29-May-16	3	blue	a	1	0.4669	A	C	b	r	2000	1	6	1
1	29-May-16	4	blue	a	0	0.2922	A	B	r	b	2000	1	6	1
1	29-May-16	5	blue	s	1	0.5306	B	A	b	r	2000	1	6	1
1	29-May-16	6	blue	k	1	0.5561	C	D	b	r	2000	1	6	1
1	29-May-16	7	blue	l	1	0.6427	D	A	b	r	2000	1	6	1
1	29-May-16	8	blue	k	0	0.5803	B	A	b	r	2000	1	6	1
1	29-May-16	9	blue	a	1	0.5232	B	A	r	b	2000	1	6	1
1	29-May-16	10	blue	l	1	0.5884	D	A	b	r	2000	1	6	1
1	29-May-16	11	blue	a	1	0.4917	A	D	b	r	2000	1	6	1
1	29-May-16	12	blue	s	0	0.5082	C	D	b	r	2000	1	6	1
1	29-May-16	13	blue	a	1	0.5411	B	A	r	b	2000	1	6	1
1	29-May-16	14	blue	s	1	0.484	C	B	r	b	2000	1	6	1
1	29-May-16	15	blue	a	0	0.3963	A	C	r	b	2000	1	6	1
1	29-May-16	16	blue	l	1	0.5483	C	D	r	b	2000	1	6	1
1	29-May-16	17	blue	s	1	0.6376	B	D	b	r	2000	1	6	1
1	29-May-16	18	blue	a	1	0.5004	B	A	r	b	2000	1	6	1
1	29-May-16	19	blue	l	1	0.5084	B	D	r	b	2000	1	6	1
1	29-May-16	20	blue	s	1	0.6541	A	B	r	b	2000	1	6	1
1	29-May-16	21	blue	a	0	0.4225	C	A	b	r	2000	1	6	1
1	29-May-16	22	blue	a	1	0.7006	C	A	r	b	2000	1	6	1
1	29-May-16	23	blue	k	1	0.4866	A	C	r	b	2000	1	6	1
1	29-May-16	24	blue	k	1	0.3816	C	B	b	r	2000	1	6	1
1	29-May-16	25	blue	l	1	0.3825	A	D	r	b	2000	1	6	1
1	29-May-16	26	blue	k	1	0.6137	D	C	r	b	2000	1	6	1
1	29-May-16	27	blue	a	1	0.4313	A	D	b	r	2000	1	6	1
1	29-May-16	28	blue	a	1	0.5029	D	A	r	b	2000	1	6	1
1	29-May-16	29	blue	k	1	0.5665	B	C	r	b	2000	1	6	1
1	29-May-16	30	blue	s	1	0.5817	D	B	r	b	2000	1	6	1
1	29-May-16	31	blue	l	1	0.5667	A	D	r	b	2000	1	6	1
1	29-May-16	32	blue	NaN	99	0	B	D	b	r	2000	1	6	1
1	29-May-16	1	Red	k	1	0.7628	B	C	b	r	2000	1	6	1
